nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_06_21,02_06_21,03_06_21,04_06_21,05_06_21,06_06_21,07_06_21,08_06_21,09_06_21,10_06_21,11_06_21,12_06_21,13_06_21,14_06_21,15_06_21,16_06_21,17_06_21,18_06_21,19_06_21,20_06_21,21_06_21,22_06_21,23_06_21,24_06_21,25_06_21,26_06_21,27_06_21,28_06_21,29_06_21,30_06_21,total
PCH Pres. Goulart-J,45600000,Correntina,Correntina (PCH Pres. Goulart-J) - 45600000,-13.334000000000001,-44.621,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCH Pres. Goulart-M1,45588000,Correntina,Correntina (PCH Pres. Goulart-M1) - 45588000,-13.341,-44.641000000000005,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCH Sítio Grande-J,46453500,São Desidério,São Desidério (PCH Sítio Grande-J) - 46453500,-12.429,-45.153,Oeste,RPGA do Rio Grande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
J. Zoológico,A401,Salvador,Salvador (J. Zoológico) - A401,-13.005999999999998,-38.506,Recôncavo,RPGA do Recôncavo Norte,3.6,29.2,8.4,6.6,3.2,2.6,5.2,0.2,0.6,3.4,1.8,0.4,0.0,5.6,2.0,1.4,0.0,0.0,0.0,4.0,0.2,17.6,10.4,2.8,1.6,1.8,9.6,6.4,0.2,17.2,146.0
Periperi,292740820A,Salvador,Salvador (Periperi) - 292740820A,-12.867,-38.458,Recôncavo,RPGA do Recôncavo Norte,4.2,8.2,24.2,4.6,5.8,12.8,2.2,0.8,4.2,1.8,1.2,1.2,0.6,5.0,11.0,0.4,0.4,0.0,0.0,3.2,1.6,16.0,1.0,4.2,1.4,2.4,5.8,11.4,5.2,13.0,153.8
Mussurunga,292740821A,Salvador,Salvador (Mussurunga) - 292740821A,-12.908,-38.44,Recôncavo,RPGA do Recôncavo Norte,0.2,19.6,11.8,3.6,3.2,12.6,0.2,4.4,4.6,3.0,0.4,0.0,0.0,3.2,6.2,0.2,0.0,0.0,0.0,3.4,1.6,12.0,0.0,1.0,3.0,24.4,0.4,11.8,11.4,40.0,182.21
Itapuã,292740819A,Salvador,Salvador (Itapuã) - 292740819A,-12.948,-38.37,Recôncavo,RPGA do Recôncavo Norte,3.8,13.8,11.8,1.6,3.2,9.6,0.2,1.2,0.8,1.8,0.2,0.0,0.0,0.8,8.4,0.4,0.0,0.0,0.0,4.4,1.0,13.4,0.0,0.4,2.4,4.8,0.4,7.0,3.6,33.2,128.21
Tancredo Neves,292740823A,Salvador,Salvador (Tancredo Neves) - 292740823A,-12.945,-38.453,Recôncavo,RPGA do Recôncavo Norte,1.4,21.0,17.4,5.0,4.4,3.6,0.6,6.6,1.6,2.8,3.4,0.2,0.0,1.4,8.8,2.2,0.2,0.2,0.0,1.0,5.2,11.6,0.0,0.0,0.4,0.2,2.0,10.2,3.8,24.4,139.61
Estação Rádio Marinha,A456,Salvador,Salvador (Estação Rádio Marinha) - A456,-12.808,-38.496,Recôncavo,RPGA do Recôncavo Norte,10.0,3.4,15.2,3.4,3.4,9.4,2.8,0.0,0.4,6.0,4.8,0.0,1.8,15.8,8.2,0.4,0.0,0.0,0.0,9.0,0.4,20.4,4.4,4.6,5.8,2.8,8.8,4.2,1.0,5.0,151.41
Cruz das Almas,83222,Cruz das Almas,Cruz das Almas - 83222,-12.667,-39.083,Recôncavo,RPGA do Rio Paraguaçu,0.2,2.2,0.4,1.8,10.0,3.0,6.1,0.4,0.0,3.4,0.9,0.0,1.0,14.0,1.6,0.3,0.0,0.0,0.9,3.7,0.1,3.6,13.9,0.4,0.0,0.0,1.8,12.0,5.1,0.0,86.8
Cachoeira,290490201A,Cachoeira,Cachoeira - 290490201A,-12.607999999999999,-38.961,Recôncavo,RPGA do Rio Paraguaçu,2.4,6.6,0.4,1.8,5.6,6.2,11.0,5.6,0.0,14.8,3.8,0.0,0.0,8.6,5.0,1.8,0.0,0.0,4.2,3.4,0.0,2.8,31.8,2.0,0.0,1.0,6.0,20.0,4.4,0.0,149.21
Centro,291345701A,Igrapiúna,Igrapiúna (Centro) - 291345701A,-13.819,-39.141999999999996,Recôncavo,RPGA do Recôncavo Sul,0.2,0.0,2.8,2.2,16.6,8.2,13.2,0.0,16.0,6.6,2.8,0.2,12.8,1.0,0.2,0.0,0.0,0.0,0.2,12.4,4.4,0.0,6.0,0.4,0.0,0.0,4.6,14.2,2.6,0.0,127.61
São Félix,292900801A,São Félix,São Félix - 292900801A,-12.607000000000001,-38.97,Recôncavo,RPGA do Rio Paraguaçu,0.8,3.6,0.8,2.0,3.2,5.6,10.2,4.0,1.2,12.2,4.0,0.2,0.0,6.0,3.8,0.6,0.0,0.0,1.2,3.6,0.0,1.6,30.2,0.4,0.2,0.4,4.4,15.6,4.8,0.0,120.61
Góes Calmon,293070901A,Simões Filho,Simões Filho (Góes Calmon) - 293070901A,-12.78,-38.353,Recôncavo,RPGA do Recôncavo Norte,2.6,4.2,3.2,2.0,5.6,5.8,2.4,1.0,0.4,8.2,7.0,0.2,1.0,14.8,4.2,2.2,0.2,0.0,0.0,7.0,4.6,11.8,20.2,4.8,6.4,2.0,8.2,22.6,4.0,0.6,157.2
Centro,293070903A,Simões Filho,Simões Filho (Centro) - 293070903A,-12.788,-38.397,Recôncavo,RPGA do Recôncavo Norte,1.4,8.4,7.8,2.4,3.0,2.2,4.2,1.4,1.2,8.6,4.6,3.6,0.4,8.8,1.2,0.4,0.0,0.0,0.0,3.2,4.0,15.6,12.8,3.0,4.2,2.4,8.4,13.2,4.2,1.4,132.01
Amargosa,A434,Amargosa,Amargosa - A434,-13.009,-39.617,Recôncavo,RPGA do Recôncavo Sul,1.0,0.0,1.0,0.0,20.0,8.4,5.8,0.0,0.0,1.0,1.0,0.0,2.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,1.6,0.0,1.8,0.4,0.0,0.0,6.6,2.0,0.6,0.0,54.0
Ondina,83229,Salvador,Salvador (Ondina) - 83229,-13.005,-38.506,Recôncavo,RPGA do Recôncavo Norte,3.6,31.1,8.5,7.2,3.2,2.5,5.4,0.0,0.8,3.6,1.9,0.3,0.0,5.7,2.0,1.6,0.0,0.0,0.0,4.3,0.2,18.6,10.2,3.0,1.4,1.6,9.5,6.8,0.2,17.6,150.8
Feira de Santana,PG-PR-13,Feira de Santana,Feira de Santana - PG-PR-13,-12.267999999999999,-38.966,Recôncavo,RPGA do Rio Paraguaçu,0.2,0.2,0.2,0.2,1.6,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.8,0.2,0.0,0.0,0.0,2.2,0.0,0.0,0.2,1.2,0.0,2.0,0.2,3.6,2.0,0.2,29.0
Centro,292740802A,Salvador,Salvador (Centro) - 292740802A,-12.978,-38.516,Recôncavo,RPGA do Recôncavo Norte,1.58,38.41,6.33,9.66,0.4,7.9,6.9,3.75,1.77,7.48,0.4,2.17,0.0,7.29,8.91,3.15,0.0,0.0,0.0,2.56,0.0,13.77,6.3,3.95,2.59,1.57,3.15,5.91,0.2,25.97,172.07
São tomé de Paripe,292740806A,Salvador,Salvador (São tomé de Paripe) - 292740806A,-12.796,-38.489000000000004,Recôncavo,RPGA do Recôncavo Norte,1.99,8.78,20.73,1.19,9.44,2.56,3.77,0.4,1.18,3.72,5.51,0.0,0.79,9.66,8.88,2.18,0.0,0.0,0.0,7.86,0.8,23.37,2.38,1.58,1.59,4.54,5.12,7.69,0.4,2.77,138.89
Federação,292740803A,Salvador,Salvador (Federação) - 292740803A,-13.001,-38.510999999999996,Recôncavo,RPGA do Recôncavo Norte,1.57,39.1,10.82,6.7,3.35,1.97,6.11,0.2,0.99,2.55,2.37,0.0,0.0,3.74,3.55,1.57,0.0,0.0,0.0,2.16,0.2,15.54,5.53,1.97,3.75,1.37,9.07,4.34,0.6,16.72,145.84
Cabula,292740810A,Salvador,Salvador (Cabula) - 292740810A,-12.960999999999999,-38.461,Recôncavo,RPGA do Recôncavo Norte,2.95,30.19,13.59,9.06,2.56,3.36,0.0,3.94,0.2,1.98,2.17,0.0,0.0,1.98,6.51,1.57,0.0,0.0,0.0,2.56,4.14,16.75,0.0,0.0,2.97,0.59,5.32,6.7,3.54,26.39,149.03
Santo Estevão,PG-CL-08,Santo Estevão,Santo Estevão - PG-CL-08,-12.435,-39.211999999999996,Recôncavo,RPGA do Rio Paraguaçu,0.8,0.0,1.2,1.2,3.2,1.0,8.4,0.0,0.2,1.8,1.4,0.2,0.0,5.8,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.2,10.0,0.6,0.0,0.0,2.2,5.2,8.0,0.0,53.21
Caminho das Árvores,292740815A,Salvador,Salvador (Caminho das Árvores) - 292740815A,-12.977,-38.454,Recôncavo,RPGA do Recôncavo Norte,5.7,41.84,15.55,5.51,2.17,7.33,0.0,0.99,0.2,2.57,2.37,0.0,0.0,1.78,6.9,1.57,0.0,0.0,0.0,3.15,4.35,14.57,0.0,0.0,0.6,0.2,4.14,5.72,11.2,24.98,163.39
Águas Claras,292740808A,Salvador,Salvador (Águas Claras) - 292740808A,-12.894,-38.442,Recôncavo,RPGA do Recôncavo Norte,0.99,8.08,36.99,3.54,2.17,13.78,1.58,0.0,5.12,0.59,7.68,0.99,0.2,1.98,9.69,0.6,0.0,0.0,0.0,3.76,1.98,13.79,0.4,1.19,0.4,2.58,4.53,6.5,5.12,8.89,143.12
Alto do Peru,292740812A,Salvador,Salvador (Alto do Peru) - 292740812A,-12.939,-38.486,Recôncavo,RPGA do Recôncavo Norte,10.02,17.71,12.8,8.29,2.36,7.53,0.78,2.96,0.6,4.54,5.31,0.0,1.18,2.97,7.9,0.8,0.2,0.0,0.2,4.15,3.55,14.35,0.0,0.0,1.98,0.4,3.35,8.49,1.97,34.64,159.04
CAB,292740811A,Salvador,Salvador (CAB) - 292740811A,-12.943,-38.421,Recôncavo,RPGA do Recôncavo Norte,1.58,16.75,22.26,1.78,2.76,6.9,0.4,4.14,0.99,5.13,1.78,0.0,0.0,0.98,8.86,2.57,0.0,0.0,0.0,3.54,1.0,13.39,0.0,0.2,2.57,0.2,2.16,8.07,7.09,28.15,143.25
Cosme de Farias,292740816A,Salvador,Salvador (Cosme de Farias) - 292740816A,-12.979000000000001,-38.486,Recôncavo,RPGA do Recôncavo Norte,3.36,31.89,11.23,7.68,1.2,10.3,8.59,1.19,0.6,4.74,0.2,7.38,0.0,7.3,5.14,1.19,0.0,0.0,0.0,0.4,0.79,14.79,0.2,0.2,2.37,0.39,1.59,6.71,0.0,20.65,150.08
São Caetano,292740814A,Salvador,Salvador (São Caetano) - 292740814A,-12.94,-38.475,Recôncavo,RPGA do Recôncavo Norte,7.08,14.81,11.14,0.8,2.6,0.4,0.4,0.4,0.6,2.95,5.11,0.0,0.0,2.38,7.5,0.99,0.0,0.0,0.0,2.36,3.54,11.78,0.0,0.0,1.57,3.74,2.56,7.92,1.77,18.51,110.91
Pirajá,292740801A,Salvador,Salvador (Pirajá) - 292740801A,-12.899000000000001,-38.459,Recôncavo,RPGA do Recôncavo Norte,1.97,20.08,37.58,4.14,5.72,21.71,0.78,4.93,1.97,1.21,2.97,2.17,0.4,4.34,19.61,0.6,0.0,0.0,0.0,12.58,1.98,15.33,3.36,0.0,0.59,1.96,8.28,17.14,5.31,16.34,213.06
Rio Sena,292740805A,Salvador,Salvador (Rio Sena) - 292740805A,-12.890999999999998,-38.471,Recôncavo,RPGA do Recôncavo Norte,2.16,12.42,28.34,3.37,3.15,15.55,0.4,3.95,1.38,2.17,2.37,0.0,0.2,3.74,11.63,0.59,0.0,0.0,0.0,8.88,2.36,14.39,1.97,0.0,0.4,1.39,4.53,12.61,3.94,11.44,153.33
Valéria,292740817A,Salvador,Salvador (Valéria) - 292740817A,-12.864,-38.438,Recôncavo,RPGA do Recôncavo Norte,0.79,4.72,25.39,3.36,4.15,13.79,5.31,3.55,3.34,3.76,1.18,6.11,1.97,2.76,12.64,1.38,0.0,0.0,0.0,7.1,0.79,12.98,1.78,3.16,0.2,4.93,0.6,8.67,9.84,10.43,154.68
Monte Serrat,292740804A,Salvador,Salvador (Monte Serrat) - 292740804A,-12.931,-38.516999999999996,Recôncavo,RPGA do Recôncavo Norte,5.53,18.49,5.34,6.31,1.98,12.34,2.98,2.17,0.59,4.54,2.55,1.58,0.6,7.7,2.37,3.74,0.0,0.0,0.0,9.05,1.79,13.81,0.4,0.6,3.37,0.0,2.59,5.73,8.66,37.08,161.89
Santa Terezinha,290650105A,Candeias,Candeias (Santa Terezinha) - 290650105A,-12.647,-38.539,Recôncavo,RPGA do Recôncavo Norte,2.17,4.92,10.05,0.39,3.92,5.52,1.2,1.97,0.0,1.38,1.79,0.59,0.0,5.51,4.16,0.6,0.0,0.0,0.0,1.78,5.11,15.17,10.43,5.89,3.16,1.0,14.38,13.78,2.95,0.98,118.8
Centro,290650101A,Candeias,Candeias (Centro) - 290650101A,-12.67,-38.544000000000004,Recôncavo,RPGA do Recôncavo Norte,1.59,11.65,9.6,2.0,1.4,1.4,1.6,1.6,1.6,1.4,1.6,1.4,1.2,1.6,1.8,1.8,1.8,2.0,1.6,1.6,2.2,2.4,2.4,3.2,4.0,2.6,2.4,2.6,2.6,2.4,77.04
Malemba,290650102A,Candeias,Candeias (Malemba) - 290650102A,-12.677999999999999,-38.544000000000004,Recôncavo,RPGA do Recôncavo Norte,2.56,14.78,15.95,0.59,4.73,4.73,3.35,3.35,0.0,1.78,4.34,0.0,1.19,3.75,5.54,6.31,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.16
Sarandi,290650104A,Candeias,Candeias (Sarandi) - 290650104A,-12.671,-38.531,Recôncavo,RPGA do Recôncavo Norte,0.39,10.26,13.77,0.4,4.34,5.13,9.25,10.93,0.0,1.57,5.31,0.0,0.59,5.14,4.35,0.2,0.0,0.0,0.0,1.77,9.85,21.24,3.38,3.74,6.13,1.0,10.42,9.68,1.97,0.6,141.41
Areia Branca,291920706A,Lauro de Freitas,Lauro de Freitas (Areia Branca) - 291920706A,-12.841,-38.336999999999996,Recôncavo,RPGA do Recôncavo Norte,0.39,6.12,1.38,4.34,0.4,8.71,4.92,0.2,2.57,8.68,3.36,0.59,0.0,5.33,1.78,2.77,0.2,0.0,0.0,3.94,0.4,36.42,9.45,1.18,2.17,2.95,14.57,13.6,12.4,4.33,153.16
Itinga 02,291920704A,Lauro de Freitas,Lauro de Freitas (Itinga 02) - 291920704A,-12.89,-38.353,Recôncavo,RPGA do Recôncavo Norte,3.56,9.45,2.37,1.38,5.18,6.5,0.2,3.34,2.55,6.49,0.99,0.0,0.0,5.12,3.18,0.2,0.0,0.0,0.0,10.09,0.99,11.21,0.2,1.78,1.98,2.37,4.74,8.49,8.66,7.71,108.73
Vila Praiana,291920702A,Lauro de Freitas,Lauro de Freitas (Vila Praiana) - 291920702A,-12.901,-38.308,Recôncavo,RPGA do Recôncavo Norte,0.2,19.51,1.58,1.78,1.78,3.78,0.79,3.18,1.58,2.18,1.19,0.0,0.0,3.93,1.38,0.79,0.0,0.0,0.0,3.73,0.2,16.33,1.59,0.79,3.16,8.08,3.37,5.54,18.31,8.5,113.26
Portão,291920701A,Lauro de Freitas,Lauro de Freitas (Portão) - 291920701A,-12.87,-38.305,Recôncavo,RPGA do Recôncavo Norte,0.2,15.46,1.19,2.77,4.14,9.67,3.55,0.79,1.19,7.47,1.98,0.0,3.54,3.56,3.54,1.97,0.0,0.0,0.0,5.91,1.99,19.49,7.27,2.77,1.97,0.2,10.03,10.25,19.3,5.32,145.52
Rua 02 de Julho,291920705A,Lauro de Freitas,Lauro de Freitas (Rua 02 de Julho) - 291920705A,-12.839,-38.35,Recôncavo,RPGA do Recôncavo Norte,1.77,5.93,1.0,4.73,0.8,8.28,4.34,0.2,3.15,6.51,6.51,0.0,0.0,7.28,1.59,1.0,0.0,0.0,0.0,6.89,3.35,15.01,4.74,1.97,2.77,4.33,14.57,12.61,11.8,4.93,136.06
Muritiba,PG-PR-12,Muritiba,Muritiba - PG-PR-12,-12.618,-39.006,Recôncavo,RPGA do Rio Paraguaçu,0.2,10.0,4.2,1.6,2.0,2.0,2.8,0.0,0.2,1.6,2.2,0.2,0.2,2.2,3.2,2.2,0.0,0.0,0.0,1.4,0.2,0.6,22.6,0.0,0.0,0.0,3.0,1.4,0.6,0.0,64.61
Dois de Julho,291120401A,Gandú,Gandú (Dois de Julho) - 291120401A,-13.741,-39.483000000000004,Recôncavo,RPGA do Recôncavo Sul,0.0,0.0,5.71,0.2,18.14,1.19,4.58,0.0,1.57,5.11,1.57,0.0,1.97,2.17,0.0,0.0,0.0,0.0,0.0,4.96,13.02,0.0,8.06,0.0,0.0,0.0,5.51,2.98,0.39,0.0,77.14
Rua São Roque,293290301A,Valença,Valença (Rua São Roque) - 293290301A,-13.363,-39.078,Recôncavo,RPGA do Recôncavo Sul,0.0,5.53,4.14,2.57,16.53,16.34,9.65,3.34,5.72,6.7,5.36,0.0,14.92,12.59,0.99,0.0,0.0,0.0,1.59,7.27,3.19,5.32,6.49,3.17,0.4,0.99,3.53,5.54,7.08,2.56,151.52
Lauro de Freitas,RN-CL-09,Lauro de Freitas,Lauro de Freitas - RN-CL-09,-12.887,-38.297,Recôncavo,RPGA do Recôncavo Norte,0.0,10.4,0.8,5.8,3.2,7.4,3.0,3.0,3.2,8.0,1.4,0.2,2.8,3.0,2.6,0.6,0.0,0.0,0.0,4.2,1.4,36.4,8.0,0.2,3.0,15.4,9.8,8.8,16.4,11.0,170.01
CIA,293070902A,Simões Filho,Simões Filho (CIA) - 293070902A,-12.825,-38.409,Recôncavo,RPGA do Recôncavo Norte,2.4,10.4,16.6,4.8,8.8,7.0,5.6,6.2,0.2,6.8,8.0,0.2,0.0,8.6,5.2,0.4,0.0,0.0,0.0,8.0,2.4,9.6,4.4,2.0,5.2,5.4,8.4,11.4,11.2,2.0,161.21
PC Fazenda Jurema,51346050,Rafael Jambeiro,Rafael Jambeiro (PC Fazenda Jurema) - 51346050,-12.488,-39.698,Recôncavo,RPGA do Rio Paraguaçu,0.2,0.4,3.4,0.4,3.4,0.2,5.8,0.2,0.2,0.0,0.4,0.2,0.2,6.4,6.8,0.4,0.2,0.2,0.0,1.6,0.0,0.4,7.6,0.6,0.6,0.4,0.6,5.4,3.0,0.6,49.8
PC Argoim,51351000,Rafael Jambeiro,Rafael Jambeiro (PC Argoim) - 51351000,-12.587,-39.522,Recôncavo,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.2,2.8,1.0,3.8,0.6,0.0,0.4,0.6,0.2,1.2,0.8,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.8,0.4,0.6,0.0,0.0,0.8,2.6,1.4,0.0,18.8
PC Rio Paratigi,51370000,Santo Estevão,Santo Estevão (PC Rio Paratigi) - 51370000,-12.515,-39.383,Recôncavo,RPGA do Rio Paraguaçu,0.0,0.0,3.4,0.4,14.8,1.8,3.4,0.8,0.4,2.4,2.2,0.2,0.4,3.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,17.2,0.8,0.0,0.0,3.2,4.4,7.4,0.2,67.8
Itiruçu,A407,Itiruçu,Itiruçu - A407,-13.526,-40.121,Sudoeste,RPGA do Recôncavo Sul,0.0,0.0,0.0,0.6,10.0,5.2,9.2,1.2,0.6,4.4,1.6,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3.2,9.0,0.2,0.2,0.0,0.0,0.0,6.8,15.0,0.2,0.0,68.41
Ituaçu,83292,Ituaçu,Ituaçu - 83292,-13.812999999999999,-41.3,Sudoeste,RPGA do Rio de Contas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lagoa,291760701A,Jaguaquara,Jaguaquara (Lagoa) - 291760701A,-13.523,-39.969,Sudoeste,RPGA do Recôncavo Sul,0.0,0.0,0.0,0.0,7.8,1.8,5.6,2.4,0.0,2.2,0.2,0.0,0.0,1.4,0.2,0.0,0.0,0.0,0.0,2.6,1.4,0.0,0.0,0.0,0.0,0.0,0.6,2.6,0.4,0.0,29.2
Entroncamento,291760702A,Jaguaquara,Jaguaquara (Entroncamento) - 291760702A,-13.51,-40.055,Sudoeste,RPGA do Recôncavo Sul,0.0,0.0,0.0,0.0,6.8,1.6,8.8,2.0,0.4,0.8,1.8,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,2.0,12.8,0.2,0.2,0.0,0.0,0.0,1.2,2.2,0.0,0.0,41.41
Brumado,A433,Brumado,Brumado - A433,-14.182,-41.672,Sudoeste,RPGA do Rio de Contas,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.2
Clerolândia,291640101A,Itapetinga,Itapetinga (Clerolândia) - 291640101A,-15.243,-40.221,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.0,2.97,7.93,3.36,0.8,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,20.32
Recreio,293330702A,Vitória da Conquista,Vitória da Conquista (Recreio) - 293330702A,-14.860999999999999,-40.841,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.0,0.8,1.78,1.62,2.22,0.2,0.0,0.2,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,12.4
Patagônia,293330704A,Vitória da Conquista,Vitória da Conquista (Patagônia) - 293330704A,-14.87,-40.863,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.0,0.4,0.8,1.0,0.82,1.01,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,8.39
Lomantão,293330703A,Vitória da Conquista,Vitória da Conquista (Lomantão) - 293330703A,-14.87,-40.827,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.0,1.2,1.59,1.8,2.41,0.4,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.59,0.0,0.0,0.0,0.0,0.0,5.34,0.0,0.0,0.0,15.35
Anagé,290120501C,Anagé,Anagé - 290120501C,-14.765999999999998,-41.138000000000005,Sudoeste,RPGA do Rio de Contas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaguaquara,RS-CL-01,Jaguaquara,Jaguaquara - RS-CL-01,-13.573,-39.941,Sudoeste,RPGA do Recôncavo Sul,0.0,0.0,0.0,0.25,12.75,4.25,14.5,1.0,0.25,4.5,4.0,0.0,0.5,2.25,0.0,0.0,0.0,0.0,0.0,4.25,0.75,0.0,1.0,0.0,0.0,0.0,3.75,4.5,1.25,0.0,59.75
Vitória da Conquista,PA-CL-01,Vitória da Conquista,Vitória da Conquista - PA-CL-01,-14.886,-40.801,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.0,0.75,1.25,1.75,3.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.25,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,16.5
Itati,LE-CL-03,Itororó,Itororó (Itati) - LE-CL-03,-15.052999999999999,-40.023,Sudoeste,RPGA do Leste,0.0,0.0,0.0,2.2,16.6,2.6,4.0,2.6,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,7.4,4.6,0.0,0.0,0.0,0.0,0.4,2.4,0.0,0.0,0.0,43.6
Rio do Antônio,292680601C,Rio do Antônio,Rio do Antônio - 292680601C,-14.347999999999999,-42.185,Sudoeste,RPGA do Rio de Contas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,1.2,0.6,0.0,0.0,15.2
Cândido Sales,290670901C,Cândido Sales,Cândido Sales - 290670901C,-15.51,-41.152,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.4
Fz Nanci,53880000,Camacã,Camacã (Fz Nanci) - 53880000,-15.581,-39.521,Sul,RPGA do Rio Pardo,0.0,0.0,0.0,3.2,12.6,9.2,6.2,0.0,0.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,11.0,0.2,0.0,0.0,0.6,0.0,3.0,12.8,0.2,0.0,0.0,69.81
PCH Cach. da Lixa M,55354000,Jucuruçu,Jucuruçu (PCH Cach. da Lixa M) - 55354000,-17.067,-40.069,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",0.0,0.6,0.2,0.0,5.2,10.4,5.2,0.2,0.0,0.6,0.2,0.2,1.0,0.2,0.2,0.2,0.0,0.0,2.8,6.4,0.2,0.4,2.0,0.4,0.0,0.8,1.8,0.2,0.0,0.2,39.6
PCH Colino II M,55355600,Vereda,Vereda (PCH Colino II M) - 55355600,-17.070999999999998,-40.155,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",0.25,0.0,0.25,0.0,7.0,12.25,2.0,0.0,0.0,0.25,2.0,0.0,0.5,0.25,0.25,0.25,0.0,0.25,5.75,4.0,0.25,0.25,0.25,1.5,0.0,0.0,1.5,0.25,0.0,0.0,39.25
Ilhéus,A410,Ilhéus,Ilhéus - A410,-14.659,-39.181,Sul,RPGA do Leste,0.2,0.2,0.0,2.6,30.0,18.4,10.2,0.2,4.4,6.6,0.4,0.2,3.2,0.2,0.0,0.0,0.0,0.2,0.0,59.2,4.2,0.2,0.2,0.0,0.0,2.4,5.4,4.2,0.2,1.0,154.0
Itajuípe,,Itajuípe,Itajuípe,-14.674000000000001,-39.376999999999995,Sul,RPGA do Leste,0.0,0.0,0.0,0.0,17.6,0.6,32.8,0.0,0.0,0.2,5.2,4.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,26.4,2.8,0.0,0.0,0.0,0.2,0.6,3.4,1.2,0.0,0.0,96.01
